,travel_spot_name,ts_long,ts_lat,geometry,travel_parking
289,수산과학관(부산),129.2223127,35.19115802,POINT (129.2223127 35.19115802),기린주차장
290,부산공간화랑,129.1502005,35.1576771,POINT (129.1502005 35.1576771),신일주차장
291,부산세관박물관,129.0383005,35.10485595,POINT (129.0383005 35.10485595),초량1동업무지
292,40계단 문화관,129.0345398,35.10503363,POINT (129.0345398 35.10503363),초량1동업무지
293,벡스코(BEXCO),129.1363347,35.16911167,POINT (129.1363347 35.16911167),민락수변공원 공영주차장
294,부산자유회관(부산통일관),129.0455756,35.18287512,POINT (129.0455756 35.18287512),유원오피스텔 뒤
295,부산광역시립 부전도서관,129.0622193,35.15586734,POINT (129.0622193 35.15586734),경남공고 뒤
296,부산광역시립 사하도서관,128.9910825,35.10334969,POINT (128.9910825 35.10334969),엄궁초등학교지하주차장
297,부산 해운대도서관,129.1689872,35.1779224,POINT (129.1689872 35.1779224),해운대교육지원청주변공영
298,동삼동패총전시관,129.0796423,35.07121603,POINT (129.0796423 35.07121603),태종대유원지부설주차장
299,부산광역시 영도도서관,129.0660434,35.07550141,POINT (129.0660434 35.07550141),영도중학교옆
300,부산광역시립 중앙도서관,129.0269458,35.10999405,POINT (129.0269458 35.10999405),초량1동업무지
301,부산점자도서관,128.9898028,35.17813018,POINT (128.9898028 35.17813018),덕포백양공원공영주차장
302,국립부산국악원,129.0542529,35.17144045,POINT (129.0542529 35.17144045),유원오피스텔 뒤
303,오륜대 한국순교자박물관,129.1015467,35.24615795,POINT (129.1015467 35.24615795),구서동만남의광장공영주차장
304,부산과학기술대학교 민속자료실,129.0042455,35.19446195,POINT (129.0042455 35.19446195),모라중학교 지하(노외)
305,임시수도기념관,129.0176357,35.10376402,POINT (129.0176357 35.10376402),초량1동업무지
306,우장춘기념관,129.072028,35.21352495,POINT (129.072028 35.21352495),금강공원공영주차장
307,조선통신사역사관,129.0620171,35.13577237,POINT (129.0620171 35.13577237),범일2동-업무지-3구간
308,국립해양박물관,129.0803198,35.07854022,POINT (129.0803198 35.07854022),하수종말처리장옆
309,부산 트릭아이뮤지엄,129.0336899,35.10175899,POINT (129.0336899 35.10175899),봉래동물양장
310,누리마루 APEC하우스,129.1513116,35.15239438,POINT (129.1513116 35.15239438),신일주차장
311,킴스아트필드미술관,129.0542062,35.25243971,POINT (129.0542062 35.25243971),두실공영주차장
312,요산문학관,129.0857918,35.27236861,POINT (129.0857918 35.27236861),금샘로노상공영주차장
313,이바구공작소,129.033845,35.11712671,POINT (129.033845 35.11712671),초2-1(주거지)
314,해양환경공단 해양환경교육원(부산),129.0779422,35.0802261,POINT (129.0779422 35.0802261),하수종말처리장옆
315,한국기독교선교박물관,129.0824607,35.20173202,POINT (129.0824607 35.20173202),동래시장공영주차장
316,국립일제강제동원역사관,129.0918731,35.1243242,POINT (129.0918731 35.1243242),용호만유람선터미널 부설주차장
317,범어사 성보박물관,129.0681153,35.28397532,POINT (129.0681153 35.28397532),선동공영주차장
318,정관박물관,129.1849372,35.32694489,POINT (129.1849372 35.32694489),정관읍 구연로 40
319,유엔평화기념관,129.0933063,35.12505192,POINT (129.0933063 35.12505192),용호만유람선터미널 부설주차장
320,부산 스마트시티 전시관,129.130724,35.17287781,POINT (129.130724 35.17287781),민락수변공원 공영주차장
321,부산현대미술관,128.9427199,35.10937035,POINT (128.9427199 35.10937035),엄궁외식1번가주변
322,SEA LIFE 부산아쿠아리움,129.1610328,35.15919658,POINT (129.1610328 35.15919658),신일주차장
323,국립부산과학관,129.212716,35.20461467,POINT (129.212716 35.20461467),기린주차장
324,뮤지엄 원,129.1290603,35.17141128,POINT (129.1290603 35.17141128),민락매립지 공영주차장
325,피아크 P.ARK,129.0767922,35.08636984,POINT (129.0767922 35.08636984),하수종말처리장옆
326,현대모터스튜디오 부산,129.1156002,35.17626604,POINT (129.1156002 35.17626604),한양아파트 앞 공영주차장
327,영도 조내기 고구마 역사기념관,129.0583549,35.08533072,POINT (129.0583549 35.08533072),청학스카이웨이
328,놀이마루,129.0628998,35.15640896,POINT (129.0628998 35.15640896),경남공고 뒤
329,아난티코브 야외공연장,129.228612,35.19823235,POINT (129.228612 35.19823235),기린주차장
330,서면미술관,129.0626026,35.15397589,POINT (129.0626026 35.15397589),경남공고 뒤
331,AREA6,129.0430616,35.09292126,POINT (129.0430616 35.09292126),봉래시장
332,부산근대역사관,129.0312012,35.10268384,POINT (129.0312012 35.10268384),봉래동물양장
333,한국신발관,129.0258252,35.15734428,POINT (129.0258252 35.15734428),가야중복도로
334,모노플렉스 오시리아,129.2139967,35.19396311,POINT (129.2139967 35.19396311),기린주차장
335,창비부산,129.0391696,35.11637689,POINT (129.0391696 35.11637689),차이나타운
336,박태준기념관,129.2612503,35.3169141,POINT (129.2612503 35.3169141),장안읍 임랑리 아름마을
337,갤러리 ERD 부산,129.1639936,35.16106864,POINT (129.1639936 35.16106864),GS타임즈 해운대 제3
338,브릭캠퍼스 부산,129.2149856,35.19286325,POINT (129.2149856 35.19286325),기린주차장
339,센텀시티 아이스링크,129.129552,35.16885602,POINT (129.129552 35.16885602),민락매립지 공영주차장
340,용호동일대 바다낚시,129.1152931,35.13349027,POINT (129.1152931 35.13349027),용호만유람선터미널 부설주차장
341,해운대일대(낚시터),129.1600718,35.15908824,POINT (129.1600718 35.15908824),신일주차장
342,태종대일대,129.0798065,35.0597312,POINT (129.0798065 35.0597312),태종대유원지부설주차장
343,수영만 요트경기장,129.1405651,35.16092934,POINT (129.1405651 35.16092934),민락수변공원 공영주차장
344,부산 아시아드주경기장,129.0582326,35.19022453,POINT (129.0582326 35.19022453),시티타워 뒤 공영주차장
345,스포원파크 경륜장,129.1070701,35.28916157,POINT (129.1070701 35.28916157),스포원 주차장(동측)
346,영도관광사격장,129.0541195,35.07352919,POINT (129.0541195 35.07352919),하늘전망대앞
347,다대 실내수영장,128.9614393,35.0498468,POINT (128.9614393 35.0498468),남항방파제
348,[부산 갈맷길 2코스] 2구간 민락교~오륙도,129.1325241,35.16182631,POINT (129.1325241 35.16182631),민락수변공원 공영주차장
349,해양스포츠교실,129.0772845,35.0613893,POINT (129.0772845 35.0613893),태종대유원지부설주차장
350,문탠로드,129.1756011,35.15749704,POINT (129.1756011 35.15749704),해월정 달맞이길 공영
351,송도 구름산책로(스카이워크),129.0224999,35.07536451,POINT (129.0224999 35.07536451),남항방파제
352,구덕야영장,129.0097191,35.12558921,POINT (129.0097191 35.12558921),수5-1(주거지)
353,회동수원지 둘레길,129.1166488,35.22525502,POINT (129.1166488 35.22525502),금사동제2공영주차장
354,해파랑길 2코스,129.170682,35.15845517,POINT (129.170682 35.15845517),GS타임즈 해운대 제3
355,해파랑길 1코스,129.1231322,35.10147733,POINT (129.1231322 35.10147733),용호부두 공영주차장
356,해안누리길 몰운대길,128.961431,35.04983847,POINT (128.961431 35.04983847),남항방파제
357,부산항힐링야영장,129.0428638,35.1143133,POINT (129.0428638 35.1143133),동구공영주차빌딩
358,스카이라인 루지(부산),129.2202656,35.19437429,POINT (129.2202656 35.19437429),기린주차장
359,대저캠핑장,128.9847746,35.20745458,POINT (128.9847746 35.20745458),삼락재첩거리주변
360,초원숲속캠핑장,129.188092,35.34498459,POINT (129.188092 35.34498459),정관 모전리 공영주차장
361,장안캠프,129.2524032,35.34188058,POINT (129.2524032 35.34188058),임랑해수욕장 주변 행정봉사실 옆
362,화명오토캠핑장,129.0007034,35.22240875,POINT (129.0007034 35.22240875),삼락재첩거리주변
363,동래 베네스트 골프클럽,129.1005157,35.26525302,POINT (129.1005157 35.26525302),온천천복개도로노상공영주차장
364,제이스글램핑,129.2343704,35.27727916,POINT (129.2343704 35.27727916),일광면사무소주변
365,임랑카라반파크,129.2593979,35.30950657,POINT (129.2593979 35.30950657),장안읍 임랑리 아름마을
366,더무빙카라반,129.2701438,35.32270529,POINT (129.2701438 35.32270529),임랑해수욕장 주변 행정봉사실 옆
367,지오클럽,129.2353514,35.25784524,POINT (129.2353514 35.25784524),일광해수욕장노상공영주차장
368,구포 무장애숲길,129.0007429,35.19846977,POINT (129.0007429 35.19846977),모라중학교 지하(노외)
369,화명수상레포츠타운,129.0007034,35.22240875,POINT (129.0007034 35.22240875),삼락재첩거리주변
370,삼락수상레포츠타운,128.9682187,35.17289704,POINT (128.9682187 35.17289704),발렛주차장
371,서프마린,129.114515,35.14618884,POINT (129.114515 35.14618884),광안리해수욕장 공영주차장
372,송정서핑학교,129.2003983,35.17981444,POINT (129.2003983 35.17981444),송정주차장
373,다이아몬드베이,129.1153681,35.13274869,POINT (129.1153681 35.13274869),용호만유람선터미널 부설주차장
374,송도해안볼레길,129.0189477,35.06722369,POINT (129.0189477 35.06722369),남항방파제
375,미포철길,129.1728513,35.15819691,POINT (129.1728513 35.15819691),해월정 달맞이길 공영
376,부산요트투어 3355마린,129.1419845,35.15984059,POINT (129.1419845 35.15984059),민락수변공원 공영주차장
377,부산항 힐링야영장,129.0435526,35.11342731,POINT (129.0435526 35.11342731),동구공영주차빌딩
378,요트탈래,129.1520976,35.1566217,POINT (129.1520976 35.1566217),신일주차장
379,남파랑길(부산),129.1212268,35.10033854,POINT (129.1212268 35.10033854),용호부두 공영주차장
380,해운대리버크루즈,129.1276938,35.1677377,POINT (129.1276938 35.1677377),민락매립지 공영주차장
381,태종대스쿠버다이빙,129.0764693,35.0618129,POINT (129.0764693 35.0618129),태종대유원지부설주차장
382,부산어린이워터파크_키득키득파크,129.0407059,35.1894177,POINT (129.0407059 35.1894177),유원오피스텔 뒤
383,화명생태공원(산악자전거),129.0035081,35.2266865,POINT (129.0035081 35.2266865),삼락재첩거리주변
384,수영강상설카약체험,129.122943,35.1680012,POINT (129.122943 35.1680012),민락매립지 공영주차장
385,부산아쿠아리움,129.1610038,35.1592713,POINT (129.1610038 35.1592713),신일주차장
386,광안리패들보드,129.11525,35.146254,POINT (129.11525 35.146254),광안리해수욕장 공영주차장
387,부산해양치유프로그램(해운대),129.1603842,35.1586975,POINT (129.1603842 35.1586975),신일주차장
388,부산해양치유프로그램(광안리),129.118666,35.1531696,POINT (129.118666 35.1531696),광안리해수욕장 공영주차장
389,부산해양치유프로그램(다대포),128.9662387,35.0469015,POINT (128.9662387 35.0469015),남항방파제
390,부산키자니아,129.1282951,35.169945,POINT (129.1282951 35.169945),민락매립지 공영주차장
391,부산태권도체험,129.1071495,35.1380323,POINT (129.1071495 35.1380323),남천1동 공영주차장
392,부산어묵체험관(삼진어묵),129.042794,35.0929647,POINT (129.042794 35.0929647),봉래시장
393,낙동강생태탐방,128.9491877,35.109748,POINT (128.9491877 35.109748),엄궁외식1번가주변
394,삼락생태공원오토캠핑장,128.9735403,35.1687484,POINT (128.9735403 35.1687484),파라곤호텔주변
395,영도마리나오토캠핑장,129.0611296,35.1018002,POINT (129.0611296 35.1018002),청학시장
396,부산아이스링크,129.1297466,35.1687032,POINT (129.1297466 35.1687032),민락매립지 공영주차장
397,달맞이갤러리도슨트투어,129.0466444,35.0768974,POINT (129.0466444 35.0768974),절영해안산책로앞
398,동래온천(허심청),129.0826365,35.2210076,POINT (129.0826365 35.2210076),금강공원공영주차장
399,범어사 템플스테이,129.0687639,35.2839899,POINT (129.0687639 35.2839899),선동공영주차장
400,베리굿농장체험,129.1149962,35.3080303,POINT (129.1149962 35.3080303),스포원 주차장(동측)
401,부산자연곤충마을,128.9454039,35.2216282,POINT (128.9454039 35.2216282),금호주차장
402,신발원,129.0387238,35.1148125,POINT (129.0387238 35.1148125),차이나타운
403,초량밀면,129.040609,35.117359,POINT (129.040609 35.117359),초량3동-업무지2구간
404,해운대암소갈비집,129.1663955,35.1632154,POINT (129.1663955 35.1632154),GS타임즈 해운대 제3
405,본전돼지국밥,129.0414111,35.116595,POINT (129.0414111 35.116595),왕자빌딩앞
406,합천돼지국밥,128.9803153,35.1619895,POINT (128.9803153 35.1619895),파라곤호텔주변
407,상국이네,129.1629534,35.1619919,POINT (129.1629534 35.1619919),GS타임즈 해운대 제3
408,이재모피자,129.0305985,35.1021046,POINT (129.0305985 35.1021046),봉래동물양장
409,금수복국 본점,129.1645061,35.1624205,POINT (129.1645061 35.1624205),GS타임즈 해운대 제3
410,웨이브온커피,129.2695705,35.3222464,POINT (129.2695705 35.3222464),임랑해수욕장 주변 행정봉사실 옆
411,해성막창집 본점,129.1632924,35.163905,POINT (129.1632924 35.163905),GS타임즈 해운대 제3
412,기장손칼국수,129.0581568,35.1556577,POINT (129.0581568 35.1556577),유원오피스텔 뒤
413,해목,129.1597712,35.1617421,POINT (129.1597712 35.1617421),GS타임즈 해운대 제3
414,60년전통 할매국밥,129.0561961,35.1410164,POINT (129.0561961 35.1410164),범1-6(주거지)
415,할매 가야밀면,129.0312451,35.0989316,POINT (129.0312451 35.0989316),봉래동물양장
416,고옥,129.1097226,35.1436082,POINT (129.1097226 35.1436082),남천1동 공영주차장
417,할매집,129.1649666,35.163312,POINT (129.1649666 35.163312),GS타임즈 해운대 제3
418,밀양순대돼지국밥 부산본점,129.1603015,35.1614459,POINT (129.1603015 35.1614459),GS타임즈 해운대 제3
419,쌍둥이 돼지국밥,129.0924004,35.1317717,POINT (129.0924004 35.1317717),남천1동 공영주차장
420,다리집,129.1107165,35.1468945,POINT (129.1107165 35.1468945),광안리해수욕장 공영주차장
421,이가네 떡볶이,129.0259801,35.1012568,POINT (129.0259801 35.1012568),봉래동물양장
422,나가하마만게츠,129.1574829,35.1666404,POINT (129.1574829 35.1666404),해운대로주차장
423,해운대초량밀면 해운대점,129.1597925,35.1620835,POINT (129.1597925 35.1620835),현대주차장
424,버거인뉴욕,129.1646901,35.1609342,POINT (129.1646901 35.1609342),GS타임즈 해운대 제3
425,쉑쉑버거 서면점,129.0596228,35.1530083,POINT (129.0596228 35.1530083),경남공고 뒤
426,브라운핸즈 백제,129.039158,35.1163493,POINT (129.039158 35.1163493),차이나타운
427,옵스,129.1500962,35.1577232,POINT (129.1500962 35.1577232),신일주차장
428,모모스 본점,129.0863563,35.2191997,POINT (129.0863563 35.2191997),부곡4동공영주차장
429,개미집 본점,129.0301356,35.100532,POINT (129.0301356 35.100532),봉래동물양장
430,엄용백 돼지국밥,129.1172662,35.1662627,POINT (129.1172662 35.1662627),민락해변공원 공영주차장
431,스타벅스,129.1177169,35.1530686,POINT (129.1177169 35.1530686),광안리해수욕장 공영주차장
432,바삭한밀면,129.0996603,35.1349276,POINT (129.0996603 35.1349276),남천1동 공영주차장
433,코하루,129.0869972,35.2309388,POINT (129.0869972 35.2309388),온천장북측공영주차장
434,수영 돼지국밥,129.1144528,35.1617501,POINT (129.1144528 35.1617501),광안리해수욕장 공영주차장
435,송정3대국밥,129.0585562,35.1555686,POINT (129.0585562 35.1555686),경남공고 뒤
436,테라로사 수영점,129.11531,35.1767015,POINT (129.11531 35.1767015),한양아파트 앞 공영주차장
437,개금밀면,129.0250914,35.1525482,POINT (129.0250914 35.1525482),가야중복도로
438,칠암사계,129.2593833,35.2998987,POINT (129.2593833 35.2998987),좌천 재래시장
439,마가만두,129.0385434,35.1145175,POINT (129.0385434 35.1145175),차이나타운
440,수민이네,129.1910269,35.1606204,POINT (129.1910269 35.1606204),해월정 달맞이길 공영
441,문토스트,129.2043831,35.1809125,POINT (129.2043831 35.1809125),송정주차장
442,딤딤섬,129.1297466,35.1687032,POINT (129.1297466 35.1687032),민락매립지 공영주차장
443,해운대기와집대구탕,129.1745688,35.1581274,POINT (129.1745688 35.1581274),해월정 달맞이길 공영
444,영진돼지국밥,128.9578812,35.0966354,POINT (128.9578812 35.0966354),엄궁외식1번가주변
445,칸다소바,129.0621031,35.158157,POINT (129.0621031 35.158157),경남공고 뒤
446,카가와식당,129.1559085,35.1625109,POINT (129.1559085 35.1625109),해운대로주차장
447,부산명물횟집,129.0312367,35.0971279,POINT (129.0312367 35.0971279),봉래동물양장
448,톤쇼우 광안점,129.1248005,35.1564409,POINT (129.1248005 35.1564409),민락해변공원 공영주차장
449,원조부산족발,129.0270826,35.0996168,POINT (129.0270826 35.0996168),봉래동물양장
450,소문난 주문진 막국수,129.0595761,35.195948,POINT (129.0595761 35.195948),태경선샤인아파트 앞 공영주차장
451,해성막창집 센텀점,129.1273075,35.1757062,POINT (129.1273075 35.1757062),반여2동 제2공영
452,해운대 가야밀면,129.1663464,35.1688521,POINT (129.1663464 35.1688521),현대주차장
453,비비비당,129.1850753,35.1624833,POINT (129.1850753 35.1624833),해월정 달맞이길 공영
454,라라관,129.0856752,35.2382446,POINT (129.0856752 35.2382446),SK아파트뒤노상공영주차장
455,우마이도,129.0844358,35.2301424,POINT (129.0844358 35.2301424),온천장북측공영주차장
456,대정양곱창,129.0263173,35.1001614,POINT (129.0263173 35.1001614),봉래동물양장
457,다이도코로,129.1125436,35.1466425,POINT (129.1125436 35.1466425),광안리해수욕장 공영주차장
458,백화양곱창,129.0270227,35.0969366,POINT (129.0270227 35.0969366),봉래동물양장
459,해운대밀면,129.1656788,35.1634503,POINT (129.1656788 35.1634503),GS타임즈 해운대 제3
460,할매재첩국 부산본점,129.1163867,35.1518667,POINT (129.1163867 35.1518667),광안리해수욕장 공영주차장
461,포항돼지국밥,129.0587923,35.156339,POINT (129.0587923 35.156339),유원오피스텔 뒤
462,바오하우스,129.063359,35.1548874,POINT (129.063359 35.1548874),경남공고 뒤
463,최뼈다구해장국,128.986959,35.1628712,POINT (128.986959 35.1628712),공영주차장(사상초등학교)
464,딤타오,129.156471,35.1639406,POINT (129.156471 35.1639406),해운대로주차장
465,송정집,129.1963552,35.1761715,POINT (129.1963552 35.1761715),송정주차장
466,뚱보집,129.0361361,35.100699,POINT (129.0361361 35.100699),봉래동물양장
467,남천녹차팥빙수,129.1086625,35.1406884,POINT (129.1086625 35.1406884),남천1동 공영주차장
468,자매국밥,129.1256986,35.1582993,POINT (129.1256986 35.1582993),민락매립지 공영주차장
469,버거샵,129.1576671,35.164223,POINT (129.1576671 35.164223),해운대로주차장
470,에테르,129.046452,35.0772858,POINT (129.046452 35.0772858),절영해안산책로앞
471,탐복,129.2576428,35.2828408,POINT (129.2576428 35.2828408),일광면사무소주변
472,바릇식당,129.2593457,35.282851,POINT (129.2593457 35.282851),일광면사무소주변
473,옥천사세탁,129.0660327,35.1569966,POINT (129.0660327 35.1569966),경남공고 뒤
474,스시미르네 본점,129.1767824,35.171294,POINT (129.1767824 35.171294),해운대교육지원청주변공영
475,속씨원한대구탕 해운대본점,129.155381,35.1608358,POINT (129.155381 35.1608358),해운대로주차장
476,초량1941,129.0295116,35.1198181,POINT (129.0295116 35.1198181),수5-1(주거지)
477,닭발의지존,129.1107312,35.1701834,POINT (129.1107312 35.1701834),망미동노외공영주차장
478,고래사어묵,129.1594875,35.162483,POINT (129.1594875 35.162483),현대주차장
479,춘하추동,129.0555363,35.1614729,POINT (129.0555363 35.1614729),유원오피스텔 뒤
480,어느 멋진 날,129.2341296,35.2586752,POINT (129.2341296 35.2586752),일광해수욕장노상공영주차장
481,마이페이보릿쿠키,129.1150044,35.151262,POINT (129.1150044 35.151262),광안리해수욕장 공영주차장
482,핑거스앤챗,129.1521452,35.1566229,POINT (129.1521452 35.1566229),신일주차장
483,한월식당,129.0282305,35.0965243,POINT (129.0282305 35.0965243),봉래동물양장
484,수변최고돼지국밥 민락본점,129.134279,35.1567627,POINT (129.134279 35.1567627),민락수변공원 공영주차장
485,café de 220VOLT,129.0561834,35.0939575,POINT (129.0561834 35.0939575),유정아파트
486,해물왕창칼국수,128.983781,35.1726889,POINT (128.983781 35.1726889),공영주차장(사상초등학교)
487,미미루,129.0829728,35.2194968,POINT (129.0829728 35.2194968),금강공원공영주차장
488,식당3선,129.1262337,35.1781635,POINT (129.1262337 35.1781635),반여2동 제2공영
489,알천,129.1047258,35.1385421,POINT (129.1047258 35.1385421),남천1동 공영주차장
490,모루식당,129.0640066,35.1559886,POINT (129.0640066 35.1559886),경남공고 뒤
491,어밤부,129.1967499,35.1737348,POINT (129.1967499 35.1737348),주차장
492,헤이든,129.2565105,35.2829021,POINT (129.2565105 35.2829021),일광면사무소주변
493,공극샌드커피,129.2131151,35.184502,POINT (129.2131151 35.184502),기린주차장
494,피아크,129.0766322,35.086407,POINT (129.0766322 35.086407),하수종말처리장옆
495,거대갈비,129.1671143,35.1617509,POINT (129.1671143 35.1617509),GS타임즈 해운대 제3
496,다솥맛집,129.197913,35.1785682,POINT (129.197913 35.1785682),송정주차장
497,풍원장미역국정찬 마린시티점,129.1463339,35.1541353,POINT (129.1463339 35.1541353),신일주차장
498,마이클어반팜테이블,129.1154605,35.1769907,POINT (129.1154605 35.1769907),한양아파트 앞 공영주차장
499,모모스로스터리&커피바,129.042549,35.0961199,POINT (129.042549 35.0961199),인제병원앞
500,히떼로스터리,129.0682182,35.155756,POINT (129.0682182 35.155756),경남공고 뒤
501,동래할매파전,129.0838253,35.2046345,POINT (129.0838253 35.2046345),동래시장공영주차장
502,동경밥상,129.1138679,35.1483979,POINT (129.1138679 35.1483979),광안리해수욕장 공영주차장
503,마라도,129.1265928,35.1574798,POINT (129.1265928 35.1574798),민락매립지 공영주차장
504,동백섬횟집,129.1546803,35.1604152,POINT (129.1546803 35.1604152),해운대로주차장
505,언양불고기부산집,129.1135701,35.1478851,POINT (129.1135701 35.1478851),광안리해수욕장 공영주차장
506,젠스시,129.1714865,35.1708063,POINT (129.1714865 35.1708063),해운대교육지원청주변공영
507,사까에,129.1646875,35.1601338,POINT (129.1646875 35.1601338),GS타임즈 해운대 제3
508,블랙업,129.0600014,35.156058,POINT (129.0600014 35.156058),경남공고 뒤
509,베르크로스터스,129.0662938,35.152619,POINT (129.0662938 35.152619),경남공고 뒤
510,모모야마,129.05587,35.156766,POINT (129.05587 35.156766),유원오피스텔 뒤
511,커피어웨이크,129.0838134,35.2298488,POINT (129.0838134 35.2298488),온천장북측공영주차장
512,부산바다축제,129.11713,35.151604,POINT (129.11713 35.151604),광안리해수욕장 공영주차장
513,수국축제,129.08812,35.05602,POINT (129.08812 35.05602),태종대유원지부설주차장
514,금정산성축제,129.08815,35.23809,POINT (129.08815 35.23809),SK아파트뒤노상공영주차장
515,낙동강구포나루축제,129.00346,35.22585,POINT (129.00346 35.22585),삼락재첩거리주변
516,부산불꽃축제,129.11848,35.152725,POINT (129.11848 35.152725),광안리해수욕장 공영주차장
517,삼광사연등축제,129.04338,35.175694,POINT (129.04338 35.175694),유원오피스텔 뒤
518,부산원도심골목길축제,129.03537,35.104343,POINT (129.03537 35.104343),초량1동업무지
519,해운대모래축제,129.15985,35.158497,POINT (129.15985 35.158497),신일주차장
520,부산항축제,129.04904,35.117317,POINT (129.04904 35.117317),제1지하도옆
521,동래읍성 역사축제,129.09091,35.21127,POINT (129.09091 35.21127),사적공원공영주차장
522,부산자갈치축제,129.03058,35.096703,POINT (129.03058 35.096703),봉래동물양장
523,차이나타운특구 문화축제,129.03809,35.11431,POINT (129.03809 35.11431),차이나타운
524,부산비엔날레,128.96263,35.04648,POINT (128.96263 35.04648),남항방파제
525,해운대빛축제,129.15987,35.15849,POINT (129.15987 35.15849),신일주차장
526,기장미역다시마축제,129.2447,35.271782,POINT (129.2447 35.271782),일광면사무소주변
527,광안리어방축제,129.11893,35.153156,POINT (129.11893 35.153156),광안리해수욕장 공영주차장
528,기장멸치축제,129.23056,35.223377,POINT (129.23056 35.223377),신천리공영주차장
529,크리스마스트리문화축제,129.03131,35.09927,POINT (129.03131 35.09927),봉래동물양장
530,부산국제록페스티벌,128.97238,35.168747,POINT (128.97238 35.168747),파라곤호텔주변
531,낙동강유채꽃축제,128.97278,35.1993,POINT (128.97278 35.1993),삼락재첩거리주변
532,대저토마토축제,128.97174,35.20922,POINT (128.97174 35.20922),금호주차장
533,삼락벚꽃축제,128.9716,35.169815,POINT (128.9716 35.169815),파라곤호텔주변
534,사상강변축제,128.97198,35.168854,POINT (128.97198 35.168854),파라곤호텔주변
535,해운대달맞이온천축제,129.16136,35.1588,POINT (129.16136 35.1588),신일주차장
536,해운대북극곰축제,129.1598,35.158566,POINT (129.1598 35.158566),신일주차장
537,조선통신사축제,129.03273,35.10072,POINT (129.03273 35.10072),봉래동물양장
538,부산국제영화제,129.12697,35.171078,POINT (129.12697 35.171078),민락매립지 공영주차장
539,감천문화마을골목축제,129.00931,35.095776,POINT (129.00931 35.095776),토토볼링장앞
540,부산푸드필름페스타,129.12698,35.17107,POINT (129.12698 35.17107),민락매립지 공영주차장
541,부산원아시아페스티벌(BOF),129.03737,35.102146,POINT (129.03737 35.102146),봉래동물양장
542,강서낙동강변30리벚꽃축제,128.9798273,35.2072144,POINT (128.9798273 35.2072144),삼락재첩거리주변
543,하단포구웅어축제,128.957267,35.1009466,POINT (128.957267 35.1009466),엄궁외식1번가주변
544,금정산성축제,129.05689,35.2458184,POINT (129.05689 35.2458184),구서1동공영주차장
545,수국꽃문화축제,129.0881545,35.2597783,POINT (129.0881545 35.2597783),두실공영주차장
546,기장갯마을축제,129.2339709,35.2597783,POINT (129.2339709 35.2597783),일광해수욕장노상공영주차장
547,명지시장전어축제,128.9320047,35.1121179,POINT (128.9320047 35.1121179),엄궁외식1번가주변
548,해운대해양레저축제,129.1997133,35.1786125,POINT (129.1997133 35.1786125),송정주차장
549,라라라페스티벌,129.089356,35.229771,POINT (129.089356 35.229771),온천장북측공영주차장
550,정관생태하천학습문화축제,129.1808778,35.3226785,POINT (129.1808778 35.3226785),정관읍상업지역노상공영주차장
551,철마한우불고기축제,129.1501475,35.2707643,POINT (129.1501475 35.2707643),스포원 주차장(동측)
552,UN평화축제,129.1008906,35.1269223,POINT (129.1008906 35.1269223),용호만유람선터미널 부설주차장
553,차성문화제,129.2414458,35.3013046,POINT (129.2414458 35.3013046),좌천 재래시장
554,서면메디컬스트리트축제,129.0575947,35.1542611,POINT (129.0575947 35.1542611),경남공고 뒤
555,전포커피축제,129.063288,35.1561824,POINT (129.063288 35.1561824),경남공고 뒤
556,기장붕장어축제,129.2600377,35.2972108,POINT (129.2600377 35.2972108),좌천 재래시장
557,영도다리축제,129.0384408,35.0935461,POINT (129.0384408 35.0935461),봉래동물양장
558,영도커피페스티벌,129.0759324,35.0755773,POINT (129.0759324 35.0755773),영도중학교옆
559,연제고분판타지축제,129.095056,35.1925812,POINT (129.095056 35.1925812),과정 공영주차장
560,다대포어항문화축제,128.9728212,35.0556228,POINT (128.9728212 35.0556228),남항방파제
561,보수동책방골목문화축제,129.0274609,35.1031252,POINT (129.0274609 35.1031252),초량1동업무지
562,부산고등어축제,129.016761,35.0754546,POINT (129.016761 35.0754546),남항방파제
563,카운트다운&해맞이축제,129.1603842,35.1586975,POINT (129.1603842 35.1586975),신일주차장
