업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
베르디사우나,레저/체육/공원,2629010600113439744,부산광역시,남구,대연동,,1344-1,2629010600,2629055000,262904193143.0,수영로249번길,3,129.09356702538,35.1358259613447,N,051-627-8800,http://naver.me/5vIf2RsN,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-19
거북탕,레저/체육/공원,2629010600105460224,부산광역시,남구,대연동,,546-4,2629010600,2629053000,262904193149.0,수영로266번길,98-3,129.099467603377,35.1328676730139,N,051-623-1696,http://naver.me/xmrTwQDc,N,Y,"구분,내부",N,N,N,N,N,2021-11-01
부산광역시수목전시원,문화관광/명소,2629010600107129856,부산광역시,남구,대연동,,713,2629010600,2629054000,262904193179.0,신선로447번길,24,129.097479954732,35.1260546768136,N,051-756-2832,http://naver.me/xC6T605f,Y,N,,N,N,N,Y,N,2021-11-22
부산갈맷길3코스1구간중간인증대,문화관광/명소,2629010600107129856,부산광역시,남구,대연동,,713,2629010600,2629053000,262904193179.0,신선로447번길,24,129.100381296456,35.1282871759151,N,,http://naver.me/51Y2PtJW,Y,Y,"공용,외부",N,N,N,N,N,2021-10-19
킬링스페이스,레저/체육/공원,2629010600100519936,부산광역시,남구,대연동,,52-7,2629010600,2629053000,262904193202.0,용소로13번길,26,129.102096997895,35.1366485225704,N,051-623-4455,http://naver.me/5zJ6i0FG,N,Y,"구분,내부",N,N,N,N,N,2021-10-08
진흥탕,레저/체육/공원,2629010600109199872,부산광역시,남구,대연동,,920-3,2629010600,2629054000,262904193297.0,유엔로120번가길,21,129.08895404775,35.1292572153329,N,051-621-4482,http://naver.me/GxOEHK7T,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-30
석천목욕탕,레저/체육/공원,2629010600109199872,부산광역시,남구,대연동,,920-1,2629010600,2629054000,262904193297.0,유엔로120번가길,13,129.089248418432,35.1293944562018,N,051-621-4244,http://naver.me/IxDExLd6,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-01
진흥탕,레저/체육/공원,2629010600109199872,부산광역시,남구,대연동,,920-3,2629010600,2629054000,262904193297.0,유엔로120번가길,21,129.088951746567,35.129251745708,N,051-621-4482,http://naver.me/GxOEHK7T,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-01
문화불한증막,레저/체육/공원,2629010600107350016,부산광역시,남구,대연동,,735-7,2629010600,2629054000,262903131030.0,유엔평화로,111,129.095856756936,35.1262281661238,N,051-627-6605,http://naver.me/FYugOl6O,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-30
UN기념공원,레저/체육/공원,2629010600107789824,부산광역시,남구,대연동,,779-1,2629010600,2629054000,262903131030.0,유엔평화로,93,129.098422198536,35.1272791641151,N,051-625-0625,https://www.unmck.or.kr/,Y,Y,"구분,내부",N,N,N,Y,Y,2021-10-18
옥수탕,레저/체육/공원,2629010600117499904,부산광역시,남구,대연동,,1750-5,2629010600,2629051000,262904193339.0,유엔평화로4번길,37,129.089858291292,35.1343288810382,N,051-628-6200,http://naver.me/FzHtjIML,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-14
부경해수탕,레저/체육/공원,2629010600105610240,부산광역시,남구,대연동,,561-17,2629010600,2629053000,262903131034.0,조각공원로,49,129.10099920897,35.1314123607104,N,051-625-6777,http://naver.me/FT0gDbM5,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-06
백암탕,레저/체육/공원,2629010600117969920,부산광역시,남구,대연동,,1797-6,2629010600,2629056000,262904193402.0,진남로110번길,5,129.083213733005,35.1384985425412,N,051-646-1526,http://naver.me/F7CR1OR0,N,Y,"구분,내부",N,Y,N,N,N,2021-08-31
양지탕,레저/체육/공원,2629010600114749952,부산광역시,남구,대연동,,1475-1,2629010600,2629055000,262904193432.0,진남로46번길,39,129.090136921996,35.1399422270724,N,051-621-5227,http://naver.me/xDsax0Cp,N,Y,"구분,내부",N,Y,N,N,N,2021-08-31
수목탕,레저/체육/공원,2629010600112030208,부산광역시,남구,대연동,,1203-83,2629010600,2629054000,262904193442.0,천제등로28번길,49,129.086374143811,35.1311805173018,N,051-623-0013,http://naver.me/GlVQGVbV,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-28
대연탕,레저/체육/공원,2629010600111699968,부산광역시,남구,대연동,,1170-118,2629010600,2629054000,262903131040.0,홍곡로,351-15,129.088317480434,35.1233665250749,N,051-442-3343,http://naver.me/xnK7hWpo,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
대연탕,레저/체육/공원,2629010600111699968,부산광역시,남구,대연동,,1170-118,2629010600,2629054000,262903131040.0,홍곡로,351-15,129.088324868853,35.1233796818658,N,051-442-3343,http://naver.me/xnK7hWpo,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
약수탕,레저/체육/공원,2629010600102430208,부산광역시,남구,대연동,,243,2629010600,2629053000,262904193469.0,황령대로319번가길,167,129.089160048569,35.1517235977526,N,051-625-7401,http://naver.me/xevZIoop,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-31
동진스포렉스,레저/체육/공원,2629010600102450176,부산광역시,남구,대연동,,245-157,2629010600,2629053000,262904193469.0,황령대로319번가길,137,129.088957419093,35.152802680421,N,051-623-9696,http://naver.me/FAr21KLm,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-27
대영온천,레저/체육/공원,2629010600100160000,부산광역시,남구,대연동,,16-3,2629010600,2629053000,262904193475.0,황령대로492번길,10,129.106796195484,35.1378953302723,N,051-611-0090,http://www.dyspa.co.kr/,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-26
황령산전망대,문화관광/명소,2629010600200529920,부산광역시,남구,대연동,,산53-58,2629010600,2629053000,262903131041.0,황령산로,391-39,129.082703661372,35.1578934134043,N,070-7543-5249,https://bto.or.kr/kor/CMS/Contents/Contents.do?mCode=MN036,Y,Y,"구분,내부",N,N,N,N,N,2021-10-18
우일볼링센타,레저/체육/공원,2629010900101270016,부산광역시,남구,문현동,,127-59,2629010900,2629068000,262903131002.0,고동골로,66,129.071421897399,35.142891239047,N,051-647-3724,http://naver.me/Ft8TYRZ8,Y,Y,"구분,내부",N,N,N,N,N,2021-10-22
우일목욕탕,레저/체육/공원,2629010900101270016,부산광역시,남구,문현동,,127-59,2629010900,2629068000,262903131002.0,고동골로,66,129.071439316095,35.1428894803764,N,051-632-1103,http://naver.me/5Z07bkOk,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
부산문현클라이밍센터,레저/체육/공원,2629010900101270016,부산광역시,남구,문현동,,127-55,2629010900,2629068000,262903131002.0,고동골로,70,129.071330630988,35.1434138224303,N,,http://naver.me/FzHzjEO0,N,Y,"구분,내부",N,N,N,N,N,2021-10-22
우일볼링센타,레저/체육/공원,2629010900101270016,부산광역시,남구,문현동,,127-59,2629010900,2629068000,262903131002.0,고동골로,66,129.071322948862,35.142900005803,N,051-647-3724,http://naver.me/Ft8TYRZ8,Y,Y,"구분,내부",N,N,N,N,N,2021-10-22
평화탕,레저/체육/공원,2629010900101190144,부산광역시,남구,문현동,,119-79,2629010900,2629068000,262904193015.0,고동골로78번길,38,129.073462803683,35.1437839378964,N,051-638-4948,http://naver.me/xevN7Aby,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
평화헬스사우나,레저/체육/공원,2629010900101190144,부산광역시,남구,문현동,,119-79,2629010900,2629068000,262904193015.0,고동골로78번길,38,129.073476049896,35.1437935032114,N,,http://naver.me/xAtuF7Li,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
석천사우나,레저/체육/공원,2629010900100029952,부산광역시,남구,문현동,,3-84,2629010900,2629068000,262904193016.0,고동골로97번길,31,129.072625446307,35.1470550213774,N,051-637-2243,http://naver.me/5rsxZEMj,Y,Y,"구분,내부",N,Y,N,Y,N,2021-10-21
석천사우나,레저/체육/공원,2629010900100029952,부산광역시,남구,문현동,,3-84,2629010900,2629068000,262904193016.0,고동골로97번길,31,129.072621843889,35.1470560599097,N,051-637-2243,http://naver.me/5rsxZEMj,Y,Y,"구분,내부",N,Y,N,Y,N,2021-10-21
문현동 안동네 벽화마을,문화관광/명소,2629010900200229888,부산광역시,남구,문현동,,산23-1,2629010900,2629068000,262904193029.0,돌산2길,27,129.072076192594,35.1484092409221,N,,http://naver.me/G8U7WQOE,N,N,,N,N,N,N,N,2021-11-01
김문수피싱샵,레저/체육/공원,2629010900101420032,부산광역시,남구,문현동,,142-13,2629010900,2629070000,262903131012.0,문현로,56-1,129.075295455522,35.1432547710489,N,051-627-7264,http://www.fishingmart.net/,N,N,,N,N,N,N,N,2021-10-22
현대탕,레저/체육/공원,2629010900100989952,부산광역시,남구,문현동,,99-18,2629010900,2629070000,262904193096.0,문현로66번길,5,129.076386801202,35.1430589917959,N,051-647-9030,http://naver.me/FRDvc3Xn,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-02
대림찜질사우나,레저/체육/공원,2629010900103629824,부산광역시,남구,문현동,,363-1,2629010900,2629070000,262903131037.0,수영로,26,129.070576846512,35.1364080945338,N,051-621-0600,http://naver.me/GKo4vxZv,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
대림찜질사우나,레저/체육/공원,2629010900103629824,부산광역시,남구,문현동,,363-1,2629010900,2629070000,262903131037.0,수영로,26,129.070651029981,35.1365446281749,N,051-621-0600,http://naver.me/GKo4vxZv,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
금강탕,레저/체육/공원,2629010900101890048,부산광역시,남구,문현동,,189-63,2629010900,2629070000,262904193161.0,수영로39번나길,6,129.072628547001,35.140130457256,N,051-302-2111,http://naver.me/GTgAChoC,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
청수탕,레저/체육/공원,2629010900101270016,부산광역시,남구,문현동,,127-59,2629010900,2629068000,262903131002.0,장고개로,6-2,129.071180857801,35.1256623993333,N,,http://naver.me/GttQg0fF,N,Y,"구분,내부",N,Y,N,N,N,2021-11-02
산수탕,레저/체육/공원,2629010900110669824,부산광역시,남구,문현동,,1067-3,2629010900,2629071000,262904193359.0,장고개로67번길,22,129.069888190045,35.1317751760734,N,051-632-0917,http://naver.me/FhAXgvIU,N,Y,"구분,내부",N,Y,N,N,N,2021-09-13
캐니언파크,문화관광/명소,2629010900112269824,부산광역시,남구,문현동,,1227-2,2629010900,2629069000,262902006005.0,전포대로,133,129.065411553421,35.148348133161,N,051-710-1022,http://naver.me/GLKAvs44,Y,Y,"구분,내부",N,N,N,N,N,2021-09-13
에머랄드문현점,레저/체육/공원,2629010900100850176,부산광역시,남구,문현동,,85-9,2629010900,2629068000,262903129046.0,진남로,188,129.078038643516,35.1430532649489,N,051-646-6682,http://naver.me/5Z0g8vg3,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-03
화신탕,레저/체육/공원,2629010900100619776,부산광역시,남구,문현동,,62-5,2629010900,2629068000,262904193419.0,진남로210번길,18-6,129.077197369307,35.1446325646757,N,051-634-1865,http://naver.me/GKoqXU0G,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-31
삼성목욕탕,레저/체육/공원,2629010900105390080,부산광역시,남구,문현동,,539-128,2629010900,2629069000,262904006025.0,황령대로74번길,97-10,129.067679660539,35.1456187591145,N,,http://naver.me/GKoPCvfq,N,Y,"구분,내부",N,Y,N,N,N,2021-11-16
미화탕,레저/체육/공원,2626010200104289792,부산광역시,남구,안락동,,429-15,2626010200,2626074000,262604190530.0,우암로26번길,10,129.082719767676,35.1130408852717,N,051-647-6012,http://naver.me/GmFPuSQh,N,Y,"구분,내부",N,N,N,N,N,2021-10-15
신선대유원지,문화관광/명소,2629010800201699840,부산광역시,남구,용당동,,산170,2629010800,2629061000,,,,129.104159194141,35.1058708943265,N,051-888-3484,http://naver.me/Fa32sSVJ,Y,Y,"구분,외부",N,N,N,N,N,2021-10-21
동명대학교동명불원,종교,2629010800105070080,부산광역시,남구,용당동,,507-2,2629010800,2629061000,262903131005.0,동명로,57,129.103980179424,35.1191956767764,N,051-626-4337,http://www.btbf.kr/,Y,Y,"구분,내부",N,N,N,N,N,2021-10-21
스쿨체험,문화관광/명소,2629010800102510080,부산광역시,남구,용당동,,251,2629010800,2629061000,262903131019.0,신선로,365,129.089274967224,35.1151320264235,N,070-7856-9397,http://naver.me/G8UbGl1M,Y,Y,"구분,내부",N,N,N,N,N,2021-10-21
레져월드,레저/체육/공원,2629010800104849920,부산광역시,남구,용당동,,485-1,2629010800,2629061000,262903131019.0,신선로,406,129.099379812354,35.1215321342079,N,051-628-3855,http://flysports.eplusmobile.kr/,Y,Y,"구분,내부",N,N,N,N,N,2021-10-21
용당탕,레저/체육/공원,2629010800102850048,부산광역시,남구,용당동,,285-3,2629010800,2629061000,262904193176.0,신선로329번길,30,129.093413264114,35.1150510893328,N,051-625-8783,http://naver.me/IgTPa7os,N,Y,"구분,내부",N,Y,N,N,N,2021-11-02
명성사우나,레저/체육/공원,2629010800105639936,부산광역시,남구,용당동,,564-5,2629010800,2629061000,262903131030.0,유엔평화로,150,129.097221571568,35.1230453657467,N,051-931-0888,http://naver.me/GjRbhCok,N,Y,"구분,내부",N,Y,N,N,N,2021-09-30
명성사우나,레저/체육/공원,2629010800105639936,부산광역시,남구,용당동,,564-5,2629010800,2629061000,262903131030.0,유엔평화로,150,129.097221571568,35.1230453657467,N,051-931-0888,http://naver.me/GjRbhCok,N,Y,"구분,내부",N,Y,N,N,N,2021-09-28
용천탕,레저/체육/공원,2629010800105840128,부산광역시,남구,용당동,,584-1,2629010800,2629061000,262904193324.0,유엔평화로126번길,10,129.095471476544,35.1246202658898,N,051-624-5120,http://naver.me/F6miy0Kb,N,Y,"구분,내부",N,Y,N,N,N,2021-09-17
오륙도해맞이공원,레저/체육/공원,2629010700201959936,부산광역시,남구,용호동,,산196-8,2629010700,2629058000,,,,129.123476923948,35.1016057751929,N,,http://naver.me/FmgoVKez,Y,Y,"구분,내부",N,N,N,Y,N,2021-11-22
이기대해안산책로,문화관광/명소,2629010700201290240,부산광역시,남구,용호동,,산129-1,2629010700,2629059000,,,,129.128246649781,35.1183188343533,N,051-607-4122,http://naver.me/FXZrfNXz,Y,Y,"구분,외부",N,N,N,Y,N,2021-10-01
신선대,문화관광/명소,2629010700202460160,부산광역시,남구,용호동,,산246,2629010700,2629060000,,,,129.103291295384,35.1009384094336,N,051-888-3484,http://naver.me/xB4w4E1E,Y,Y,"구분,내부",N,N,N,N,N,2021-10-18
이기대해안산책로,문화관광/명소,2629010700200249856,부산광역시,남구,용호동,,산25,2629010700,2629059000,,,,129.119826600617,35.1224914142172,N,051-607-6399,http://www.busan.go.kr/geopark/tm020801,N,Y,"구분,내부",N,N,N,N,N,2021-11-01
용주목욕탕,레저/체육/공원,2629010700103920128,부산광역시,남구,용호동,,392-3,2629010700,2629059000,262903131005.0,동명로,147,129.113131646985,35.1195884783138,N,051-628-8351,http://naver.me/xsw8WPCo,Y,Y,"구분,내부",N,N,N,N,N,2021-10-26
용주탕,레저/체육/공원,2629010700103920128,부산광역시,남구,용호동,,392-3,2629010700,2629059000,262903131005.0,동명로,147,129.113130052486,35.1195855242442,N,,http://naver.me/xsw8WPCo,N,Y,"구분,내부",N,N,N,N,N,2021-10-22
용림탕,레저/체육/공원,2629010700104200192,부산광역시,남구,용호동,,420-24,2629010700,2629057000,262904193034.0,동명로100번길,12,129.107860749182,35.1192110059877,N,,http://naver.me/xTew6y1F,N,Y,"구분,내부",N,N,N,N,N,2021-10-22
억수탕,레저/체육/공원,2629010700105339904,부산광역시,남구,용호동,,534-2,2629010700,2629060000,262904193046.0,동명로132번길,118,129.110108632013,35.114519825285,N,051-626-6785,http://naver.me/Fn2gUFRQ,N,Y,"구분,내부",N,N,N,N,N,2021-10-12
남용탕,레저/체육/공원,2629010700105299968,부산광역시,남구,용호동,,530-14,2629010700,2629058000,262904193052.0,동명로152번길,107,129.112631822103,35.1145059315553,N,051-623-2966,http://naver.me/FS6qA8w4,N,Y,"구분,내부",N,N,N,N,N,2021-10-12
백운포체육공원,레저/체육/공원,2629010700108950016,부산광역시,남구,용호동,,895-3,2629010700,2629060000,262903131013.0,백운포로,106,129.110077871944,35.1041575839298,N,051-607-6365,http://www.namgusports.go.kr/guide/rent/index,Y,Y,"구분,내부",N,N,N,N,N,2021-10-18
잭슨나인스 부산점,문화관광/명소,2629010700109539840,부산광역시,남구,용호동,,954,2629010700,2629057000,262903131015.0,분포로,145,129.113130350023,35.1334329787657,N,051-628-5200,http://www.jackson9s.co.kr/,Y,Y,"구분,외부",N,N,N,Y,N,2021-09-17
헤디슨헤드스파,레저/체육/공원,2629010700109539840,부산광역시,남구,용호동,,954,2629010700,2629057000,262903131015.0,분포로,145,129.113368484015,35.1326140380064,N,051-622-5875,http://hedisonheadspa.co.kr/,Y,Y,"구분,외부",N,N,N,Y,N,2021-09-14
메트로랜드,레저/체육/공원,2629010700100049920,부산광역시,남구,용호동,,5-17,2629010700,2629059000,262903131015.0,분포로,66-14,129.118251580987,35.130307444993,N,051-626-1199,http://blog.naver.com/metroland,Y,Y,"구분,내부",N,Y,N,Y,N,2021-09-14
바운스트램폴린파크,레저/체육/공원,2629010700109539840,부산광역시,남구,용호동,,954,2629010700,2629057000,262903131015.0,분포로,145,129.11121673697,35.1342294918868,N,051-622-0150,http://naver.me/xXrDHaea,N,N,,N,N,N,N,N,2021-09-14
오륙도스카이워크,문화관광/명소,2629010700201959936,부산광역시,남구,용호동,,산196-10,2629010700,2629058000,,오륙도로,137,129.123105610641,35.1014378911125,N,051-607-6395,http://naver.me/F36oDXux,Y,Y,"구분,외부",N,N,N,Y,N,2021-11-10
키즈올림픽수영장,레저/체육/공원,2629010700103699968,부산광역시,남구,용호동,,370-5,2629010700,2629057000,262903131025.0,용호로,132,129.111865717481,35.1206269313644,N,,http://naver.me/FOvZVMeH,N,N,,N,N,N,N,N,2021-09-24
중앙해수랜드,레저/체육/공원,2629010700101700096,부산광역시,남구,용호동,,170,2629010700,2629057000,262903131025.0,용호로,64,129.110642719191,35.125619598045,N,051-622-8899,http://jungangleports.itrocks.kr,N,Y,"구분,내부",N,N,N,N,N,2021-11-04
키즈올림픽어린이수영장,레저/체육/공원,2629010700103699968,부산광역시,남구,용호동,,370-5,2629010700,2629057000,262903131025.0,용호로,132,129.111868144233,35.1206387101052,N,051-626-7783,http://naver.me/FOvZVMeH,Y,Y,"구분,내부",N,Y,N,Y,N,2021-09-24
금수탕,레저/체육/공원,2629010700106849792,부산광역시,남구,용호동,,685-2,2629010700,2629057000,262904193233.0,용호로160번길,28,129.110131494224,35.1178004636849,N,,http://naver.me/GLKMYBn7,N,Y,"구분,내부",N,Y,N,N,N,2021-11-05
평안탕,레저/체육/공원,2629010700104970240,부산광역시,남구,용호동,,497-12,2629010700,2629059000,262904193234.0,용호로177번길,17,129.112109274058,35.1164031892623,N,,http://naver.me/FmgD1s7G,N,Y,"구분,내부",N,N,N,N,N,2021-11-01
용호퍼펙트볼링장,레저/체육/공원,2629010700101810176,부산광역시,남구,용호동,,181-1,2629010700,2629057000,262904193245.0,용호로42번길,14,129.108683834059,35.1264722104862,N,051-628-6661,http://naver.me/5eG8hp1g,N,Y,"구분,내부",N,N,N,N,N,2021-10-21
현대탕,레저/체육/공원,2629010700101810176,부산광역시,남구,용호동,,181-1,2629010700,2629057000,262904193245.0,용호로42번길,14,129.108679930287,35.1264690165372,N,051-623-5229,http://naver.me/x2PZf1rh,Y,Y,"구분,내부",N,N,N,N,N,2021-08-25
용호퍼펙트볼링장,레저/체육/공원,2629010700101810176,부산광역시,남구,용호동,,181-1,2629010700,2629057000,262904193245.0,용호로42번길,14,129.108778013692,35.1263784555325,N,051-628-6661,http://naver.me/5eG8hp1g,N,Y,"구분,외부",N,N,N,N,N,2021-08-30
남도탕,레저/체육/공원,2629010700100510208,부산광역시,남구,용호동,,51-1,2629010700,2629057000,262904193247.0,용호로76번길,83,129.107964673137,35.1240091957036,N,051-626-1653,http://naver.me/5tjqRzPF,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-25
남도목욕탕,레저/체육/공원,2629010700100510208,부산광역시,남구,용호동,,51-1,2629010700,2629057000,262904193247.0,용호로76번길,83,129.107966626796,35.1240136778027,N,051-626-1653,http://naver.me/5tjqRzPF,Y,Y,"구분,내부",N,N,N,N,N,2021-10-26
이기대반딧불이,문화관광/명소,2629010700200280064,부산광역시,남구,용호동,,산28-1,2629010700,2629059000,262903131031.0,이기대공원로,105,129.122159029146,35.1226570333756,N,051-607-6399,http://www.busan.go.kr/geopark/tm020801,Y,Y,"구분,외부",N,N,N,N,N,2021-08-25
삼육탕,레저/체육/공원,2629010700104650240,부산광역시,남구,용호동,,465,2629010700,2629059000,262904193345.0,이기대공원로26번길,45-4,129.114823263478,35.1223784121813,N,051-626-4537,http://naver.me/5tjqziyi,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-25
장수탕,레저/체육/공원,2629011000100429824,부산광역시,남구,우암동,,43-73,2629011000,2629064500,262904193251.0,우암로154번길,34,129.081153019936,35.1248532051917,N,051-645-1125,http://naver.me/G0fvJvYZ,N,Y,구분,N,N,N,Y,N,2021-08-24
복천탕,레저/체육/공원,2629011000100769792,부산광역시,남구,우암동,,77-4,2629011000,2629064500,262904193252.0,우암로176번길,2,129.077651336167,35.1247396216782,N,051-646-1853,http://naver.me/GulS0VT2,N,Y,"구분,내부",N,N,N,N,N,2021-08-24
대학목욕탕,레저/체육/공원,2629011000101892096,부산광역시,남구,우암동,,189-2046,2629011000,2629064500,262903131027.0,우암번영로,45,129.069989188547,35.1273291126558,N,051-633-3835,http://naver.me/GHE4DlDZ,N,Y,"구분,내부",N,N,N,N,N,2021-08-24
이중섭거리,문화관광/명소,2617010400114610176,부산광역시,동구,범일동,,1461-140,2617010400,2617065000,,,,129.053038781164,35.1409210578019,N,,http://naver.me/5MUdXz3P,N,N,,N,N,N,N,N,2021-10-25
누나의길,문화관광/명소,2617010400113059840,부산광역시,동구,범일동,,1306-23,2617010400,2617065000,261703125011.0,망양로,956-1,129.05366061882,35.1419163067789,N,,http://naver.me/x1et3Dbt,N,N,,N,N,N,N,N,2021-10-25
옛고을맑은물목욕터,레저/체육/공원,2617010400113149952,부산광역시,동구,범일동,,1315-3,2617010400,2617065000,261703127005.0,범곡로,15,129.055838673239,35.1396164785536,N,051-637-1365,http://naver.me/xXr2TrYY,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-28
옛고을맑은물목욕탕,레저/체육/공원,2617010400113149952,부산광역시,동구,범일동,,1315-3,2617010400,2617065000,261703127005.0,범곡로,15,129.055783360175,35.1395475845442,N,051-637-1365,http://naver.me/5OnMxoE3,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-25
대원탕,레저/체육/공원,2617010400115109888,부산광역시,동구,범일동,,1511-1,2617010400,2617065000,261703127009.0,범내로,36-4,129.049182144103,35.1435250579968,N,051-642-6536,http://naver.me/FEJkrOkL,N,Y,"구분,내부",N,Y,N,N,N,2021-10-18
덕산탕목욕탕,레저/체육/공원,2617010400115010048,부산광역시,동구,범일동,,1501-38,2617010400,2617065000,261703127010.0,범상로,24-2,129.049401444941,35.1425806113102,N,,http://naver.me/IDB4Hr8Q,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
세라피스파,레저/체육/공원,2617010400100619776,부산광역시,동구,범일동,,62-5,2617010400,2617066000,261703127051.0,범일로,125,129.058547213868,35.1412510865501,N,051-667-0800,http://www.instagram.com/cerapy_spa_therapy,Y,Y,"구분,내부",N,N,N,Y,N,2021-10-18
제일탕,레저/체육/공원,2617010400106509824,부산광역시,동구,범일동,,651-17,2617010400,2617066000,261704181204.0,범일일길,4,129.058444050963,35.1374402266785,N,051-646-1810,http://naver.me/xTea97gI,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-28
현대휘트니스센터,레저/체육/공원,2617010400100619776,부산광역시,동구,범일동,,62-260,2617010400,2617066000,261704181204.0,범일일길,47,129.057958739921,35.1411338726653,N,051-667-0098,https://hdfitness.modoo.at/,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-07
제일탕,레저/체육/공원,2617010400106509824,부산광역시,동구,범일동,,651-17,2617010400,2617066000,261704181204.0,범일일길,4,129.058511364402,35.1374591962384,N,051-646-1810,http://naver.me/xM2QzokZ,N,Y,"구분,내부",N,N,N,N,N,2021-10-08
목화탕,레저/체육/공원,2617010400114299904,부산광역시,동구,범일동,,1430-14,2617010400,2617065000,261703127015.0,성북로,56,129.048815343614,35.1388112566413,N,051-643-1851,http://naver.me/xXrJ9itm,N,Y,"구분,내부",N,Y,N,N,N,2021-10-18
동구 만화체험관,문화관광/명소,2617010400114050048,부산광역시,동구,범일동,,1405-1,2617010400,2617065000,261703127015.0,성북로,42-1,129.049782426213,35.1377687990901,N,051-711-0233,http://naver.me/GaMp50gj,N,N,,N,N,N,N,N,2021-10-25
청춘목욕탕,레저/체육/공원,2617010400115420160,부산광역시,동구,범일동,,1542-1,2617010400,2617065000,261703127030.0,안창로,57,129.042429690388,35.1456301944348,N,051-633-3367,http://naver.me/FT0rbj2s,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-18
자성대온천,레저/체육/공원,2617010400106059776,부산광역시,동구,범일동,,606,2617010400,2617066000,261703127031.0,자성공원로,9-1,129.06058938201,35.1374527341842,N,051-638-0095,http://naver.me/xpP2DIw5,Y,Y,"공용,외부,내부",N,N,N,N,N,2021-10-08
박재혁거리,문화관광/명소,2617010400108299776,부산광역시,동구,범일동,,830-15,2617010400,2617066000,261704181378.0,자성로133번길,7-2,129.062882304233,35.1381468100288,N,,http://naver.me/xyUX8MdG,N,N,,N,N,N,N,N,2021-10-25
아시아드스포츠,레저/체육/공원,2617010400108279808,부산광역시,동구,범일동,,828-9,2617010400,2617066000,261703127033.0,조방로,4,129.063994955523,35.1378101267995,N,051-639-0280,https://www.facebook.com/asiadsports/,Y,Y,"구분,내부",N,Y,N,Y,N,2021-10-14
부산해수랜드,레저/체육/공원,2617010400108299776,부산광역시,동구,범일동,,830-171,2617010400,2617066000,261704181398.0,조방로34번길,9,129.062283403785,35.1404812272057,N,051-635-0700,http://www.lamerhotel.co.kr,N,Y,"구분,내부",N,N,N,N,N,2021-10-06
한성해수월드,레저/체육/공원,2617010400100620800,부산광역시,동구,범일동,,62-720,2617010400,2617065000,261702000010.0,중앙대로,514,129.05693336253,35.1389852637957,N,051-636-9071,http://naver.me/IG6DbYmB,Y,Y,"구분,내부",N,Y,N,Y,N,2021-10-07
친구의거리,문화관광/명소,2617010400100619776,부산광역시,동구,범일동,,62-6,2617010400,2617065000,261704187680.0,중앙대로548번길,6,129.057048560714,35.1421002882574,N,,http://naver.me/Fn2knF5z,N,N,,N,N,N,N,N,2021-09-14
이중섭전망대,문화관광/명소,2617010400114619904,부산광역시,동구,범일동,,1462-9,2617010400,2617065000,261703127039.0,증산로,168,129.052586522207,35.1406068727899,N,,https://07086354384.modoo.at/,N,N,,N,N,N,N,N,2021-10-18
동신탕,레저/체육/공원,2617010400114760192,부산광역시,동구,범일동,,1476-55,2617010400,2617065000,261703127039.0,증산로,160,129.053068341821,35.1400851564021,N,,http://naver.me/FT0vE68C,N,Y,"구분,내부",N,Y,N,N,N,2021-10-18
시인의길,문화관광/명소,2617010200110799872,부산광역시,동구,수정동,,1080,2617010200,2617057000,,,,129.047928961867,35.130093536878,N,,http://naver.me/FjoInMsa,N,N,,N,N,N,N,N,2021-10-22
