keyword,isinTrue,cluster
브라운핸즈 백제,옛스럽다 어둡다 겉다 귀엽다 갑작스럽다 구찮다 나쁘다 안녕하다 낡다  재미있다 가파르다 붉다 맛나다 저렇다 멀다 춥다 인상깊다 엄청나다 우연찮다 푸르다 서럽다 시끄럽다 정겹다 가깝다 아무렇다 궂다 반갑다 이쁘다 걸맞다 어이없다 멋들어지다 가볍다 못지않다 강하다 멋지다 수많다 알차다 빠르다 존다 묘하다 착하다 똑같다 어렵다 어떻다 정신없다 자그맣다 깊다 상관없다 배부르다 맑다 좁다 낮다 바쁘다 더우다 싫다 색다르다 야무지다 고맙다 아름답다 밝다 맛없다 새롭다 쨍하다 급하다 부드럽다  무겁다 아깝다 고르다 과하다 고프다 오래다 뒤늦다 이렇다 멋있다 시다 비싸다 놀랍다 그립다 남다르다 세다 적다 빡세다 덥다 가까우다,2
브릭캠퍼스 부산,가쁘다  아름다우다 무겁다 아깝다 재미나다 깊다 힘차다 맑다 날카롭다 가깝다 귀엽다 이렇다 어마다 바쁘다 습하다 싫다 더우다 차다 색다르다 이쁘다 낫다 멋있다 야무지다 무섭다  가까우다 가볍다 알맞다 조그맣다 멋지다 수많다 비싸다 알차다 덥다 어려우다 아름답다 지나치다 넒다 재미있다 놀랍다 빠르다 존다 그립다 세다 적다 맛나다 빡세다 새롭다 착하다 똑같다 급하다 어렵다 즐겁다 멀다 춥다 인상깊다 경이롭다 엄청나다,2
블랙업,귀찮다 어둡다 단촐하다 겉다 주의깊다 찹다 쎄다 따시다 귀엽다 연하다 예뿌다 짙다 나쁘다 차다 독하다 낡다  밉다 얼큰하다 지나치다 재미있다 둥글다 짜다 맛나다 맵다 멀다 춥다 구다 찐하다 굵다 뜬금없다 가깝다 궂다 반갑다 차갑다 이쁘다 걸맞다 가볍다 안쓰럽다 강하다 알차다 번거롭다 빠르다 묘하다 젊다 얕다 착하다 진하다 똑같다 어렵다 어떻다 정신없다 보드랍다 손색없다 깊다 배부르다 맑다 느리다 좁다 바쁘다 낮다 습하다 싫다 더우다 섭하다 빨갛다 야무지다 힘드다 고맙다 심하다 얄궂다 두껍다 밝다 맛없다 급하다 부드럽다 순하다 죠다 묽다  무겁다 얇다 이렇다 뽀얗다 멋있다 비싸다 부럽다 놀랍다 싸다 그립다 비리다 자리다 아쉬우다 철없다 적다 빡세다 흐리다 덥다 가까우다,1
비비비당,옛스럽다 덜하다 환하다 귀찮다 성스럽다 귀엽다 나쁘다 차다 안녕하다 잽싸다  짜잔하다 재미있다 슬프다 가파르다 싱겁다 조다 맛나다 갓다 맵다 저렇다 멀다 춥다 인상깊다 푸르다 찐하다 해맑다 후지다 가깝다 반갑다 이쁘다 걸맞다 어이없다 가볍다 강하다 알맞다 멋지다 수많다 굳다 알차다 빠르다 존다 젊다 뜨근하다 기차다 착하다 진하다 똑같다 어렵다 어떻다 정신없다 깊다 상관없다 배부르다 맑다 곱다 바쁘다 습하다 싫다 귀여우다 색다르다 야무지다 무섭다 짠하다 힘드다 심하다 배고프다 아름답다 밝다 맛없다 급하다 하얗다 귀하다 나다 부드럽다 죠다  아깝다 고르다 얇다 과하다 이렇다 아프다 멋있다 비싸다 걸죽하다 뿌옇다 놀랍다 싸다 흐드러지다 비리다 자리다 세다 적다 앙증맞다 빡세다 아름다다 즐겁다 흐리다 덥다,1
비석문화마을,굳세다 환하다 어지럽다 귀찮다 겉다 어둡다 바르다 그럴싸하다 쎄다 귀엽다 갑작스럽다 짙다 나쁘다 차다 낫다 폭넓다 낡다  비좁다 글다 드높다 지나치다 넒다 너르다 슬프다 재미있다 밤늦다 뜻깊다 비탈지다 애꿎다 가파르다 조다 옅다 붉다 맛나다 맵다 심심찮다 저렇다 멀다 부끄럽다 춥다 인상깊다 엄청나다 우연찮다 푸르다 굵다 눈부시다 해맑다 즐거우다 시끄럽다 좁디좁다 드물다 힘차다 정겹다 파랗다 흉하다 날카롭다 가깝다 덩그렇다 아무렇다 궂다 반갑다 차갑다 이쁘다 거침없다 어이없다 못지않다 가볍다 빼어나다 강하다 알맞다 수많다 멋지다 굳다 알차다 유별나다 빠르다 쩔다 젊다 얕다 착하다 개구지다 똑같다 어렵다 목마르다 험하다 진하다 뜨겁다 어떻다 정신없다 거칠다 이롭다 더럽다 깊다 상관없다 배부르다 약하다 저리다 집지다 맑다 느리다 좁다 여깄다 질기다 새카맣다 흔하다 어마다 낮다 바쁘다 습하다 싫다 부질없다 시리다 색다르다 야무지다 무섭다 부시다 힘드다 끈질기다 동그랗다 고맙다 심하다 배고프다 추다 흥겹다 아름답다 두껍다 실하다 밝다 박하다 맛없다 새롭다 검다 쨍하다 급하다 아까우다 귀하다 나다 부드럽다 틀림없다  무겁다 아깝다 재미없다 얇다 수줍다 오래다 뒤늦다 이렇다 낯설다 노랗다 아프다 거세다 멋있다 푸르르다 안타깝다 비싸다 부럽다 뿌옇다 놀랍다 싸다 부러우다 그립다 드넓다 따스다 남다르다 세다 적다 쓸데없다 즐겁다 흐리다 덥다 힘겹다,2
사까에,귀찮다 어둡다 겉다 찹다 연하다 귀엽다 예뿌다 나쁘다 차다 추우다 낫다  비좁다 지나치다 재미있다 슬프다 싱겁다 맛나다 붉다 맵다 저렇다 멀다 부끄럽다 춥다 인상깊다 엄청나다 찐하다 시끄럽다 읎다 가깝다 아무렇다 차갑다 이쁘다 가볍다 안쓰럽다 강하다 멋지다 알차다 기름지다 번거롭다 빠르다 부드러우다 젊다 묘하다 얕다 진하다 똑같다 어렵다 정신없다 잦다 웁다 깊다 배부르다 맑다 느리다 좁다 흔하다 곱다 싫다 귀여우다 섭하다 색다르다 빨갛다 야무지다 버겁다 고맙다 어딨다 두껍다 아름답다 밝다 미우다 맛없다 새롭다 급하다 하얗다 부드럽다  아깝다 얇다 고프다 낯설다 아프다 안타깝다 비싸다 부럽다 잘다 뿌옇다 놀랍다 싸다 깜다 비리다 자리다 적다 즐겁다 흐리다,1
산복도로,뜻있다 틀리다 옛스럽다 귀찮다 성스럽다 나쁘다 파라다 폭넓다 구슬프다 낡다  어떠다 미심쩍다 드높다 짙푸르다 발갛다 설다 저렇다 찐하다 해맑다 뜬금없다 손쉽다 차갑다 이쁘다 거침없다 못지않다 조그맣다 그렇잖다 알차다 유별나다 시퍼렇다 존다 젊다 따갑다 무르다 친하다 용하다 곧다 구성지다 무덥다 름없다 집지다 느리다 여깄다 새카맣다 곱다 낮다 없다다 부질없다 메마르다 수없다 아름답다 관계없다 게으르다 올곧다 맛없다 옥다 틀림없다 고르다 재미나다 물샐틈없다 검붉다 스럽다 수줍다 애달프다 뒤늦다 뽀얗다 거세다 거추장스럽다 시답잖다 기다 지겹다 벅차다 깨달다 뿌옇다 놀랍다 깜다 찰지다 비리다 더디다 억세다 아쉬우다 앙증맞다 싶다 쓸데없다 구지다 못생기다 경이롭다 어리다 어림없다 덜하다 두려우다 단촐하다 주의깊다 따시다 징그럽다 뼈저리다 족하다 추우다 안녕하다 세차다 비좁다 대차다 두드러지다 무디다 애처롭다 넒다 지나치다 영락없다 쌔다 비탈지다 둥글다 붉다 맛나다 심심찮다 숨차다 눅다 멀다 부끄럽다 푸르다 정겹다 힘차다 아랑곳없다 고다 어이없다 따사롭다 매섭다 짧디짧다 칩다 어려우다 기막히다 남부럽다 묘하다 덩그러다 기차다 진하다 똑같다 어렵다 옴팡지다 어떻다 잦다 이롭다 상관없다 격하다 젊잖다 맑다 좁다 질기다 언짢다 점잖다 귀여우다 빨갛다 무섭다 힘드다 고맙다 달갑다 성싶다 어딨다 무지하다 살갑다 새롭다 급하다 하얗다 활기차다 아깝다 의롭다 과하다 오래다 이렇다 희다 아프다 어지러우다 슴슴하다 그지없다 오지다 주제넘다 뻔하다 흐드러지다 아푸다 자리다 차지다 빡세다 낄다 시원찮다 빡시다 덥다 굳세다 아름다우다 싱그럽다 환하다 어지럽다 어둡다 청승맞다 같잖다 갑작스럽다 추하다 예뿌다 짙다 기똥차다 잽싸다 시답다 밉다 얼큰하다 속절없다 두렵다 하찮다 촌스럽다 기쁘다 슬프다 밤늦다 뜻깊다 애꿎다 조다 시커멓다 허옇다 갓다 맵다 춥다 인상깊다 우연찮다 즐거우다 굵다 시끄러우다 시끄럽다 드물다 좁디좁다 파랗다 가깝다 궂다 반갑다 우렁차다 뜨거우다 건방지다 찡하다 망하다 탐스럽다 멋들어지다 빡쎄다 가볍다 안쓰럽다 씨다 까지다 멋지다 수많다 굳다 기름지다 빠르다 서글프다 생뚱맞다 서스럼없다 얕다 변함없다 험하다 정신없다 거칠다 더럽다 선하다 빠알갛다 넓디넓다 배부르다 약하다 저리다 습하다 싫다 더우다 그만이다 시리다 작디작다 짠하다 머다 드세다 동그랗다 심하다 예뻤다 두껍다 덧없다 밝다 밭다 훤하다 통탄스럽다 귀하다 부드럽다 죠다 까맣다 재미없다 서툴다 고프다 무거우다 쓰리다 낯설다 옳다 머지않다 노랗다 푸르르다 시다 괴롭다 서투다 비싸다 뜨다 잘다 고되다 남다르다 따스다 적다 만만찮다 낯익다 즐겁다 흐리다 힘겹다 좁다랗다 가쁘다 겉다 적잖다 쎄다 연하다 귀엽다 후하다 어리석다 차다 커다랗다 낫다 따숩다 소용없다 글다 볼품없다 재미있다 까다롭다 질다 가늘다 가파르다 싱겁다 꾸밈없다 보람차다 옅다 산하다 누렇다 아파다 엄청나다 휑하다 눈부시다 이채롭다 아무렇다 외롭다 꼴사납다 재빠르다 걸맞다 뛰어나다 빼어나다 어질다 강하다 알맞다 의심쩍다 바뿌다 대수롭다 양지바르다 멋적다 착하다 뜨겁다 웁다 손색없다 만다 구리다 깊다 뿌여다 곤하다 흔하다 바쁘다 탁하다 엷다 마다 섭하다 색다르다 야무지다 부여다 어설프다 우습다 매끄럽다 벌겋다 실하다 쓸모없다 올바르다 무서우다 미끄럽다 검다 거하다 나다 묽다  무겁다 얇다 문제없다 정답다 형편없다 재수없다 멋있다 얄밉다 안타깝다 귀찬다 부럽다 아낌없다 싸다 그립다 드넓다 세다 철없다 높다랗다 숱하다 기나길다 말갛다 성하다 가까우다,0
삼광사연등축제,웁다  아름다우다 환하다 시끄럽다 귀찮다 어둡다 깊다 상관없다 과하다 얇다 고프다 흉하다 맑다 뒤늦다 좁다 귀엽다 아무렇다 어리석다 이렇다 바쁘다 반갑다 죠다 예뿌다 싫다 머지않다 짙다 아프다 차갑다 색다르다 낫다 이쁘다 멋있다 반감다 무섭다 야무지다  가까우다 가볍다 하얗다 요렇다 멋지다 수많다 심하다 부럽다 어려우다 지나치다 아름답다 빠르다 슬프다 밤늦다 온데간데없다 놀랍다 묘하다 아푸다 밝다 세다 적다 붉다 빡세다 새롭다 맵다 착하다 똑같다 급하다 저렇다 어렵다 훤하다 멀다 즐겁다 춥다 경이롭다 정신없다 엄청나다,2
삼락벚꽃축제,잦다 굵다  눈부시다 읎다 얇다 드물다 깊다 어둡다 맑다 가깝다 좁다 이렇다 귀엽다 곱다 바쁘다 낮다 예뿌다 싫다 짙다 아프다 노랗다 이쁘다 낫다 멋있다 야무지다  못지않다 가볍다 가까우다 힘드다 지겹다 춥다 고맙다 매끄럽다 안타깝다 멋지다 심하다 수많다 알차다 부럽다 어려우다 지나치다 아름답다 여리다 빠르다 싸다 부러우다 흐드러지다 젊다 밝다 그립다 드넓다 생뚱맞다 적다 새하얗다 붉다 설다 새롭다 똑같다 쨍하다 어렵다 급하다 우중충하다 멀다 진하다 흐리다 하얗다 어떻다 덥다 엄청나다,2
삼락생태공원,찐하다  름없다 더럽다 귀찮다 얇다 힘차다 파랗다 맑다 좁다 귀엽다 낯설다 바쁘다 반갑다 낮다 싫다 짙다 아프다 나쁘다 이쁘다 낫다 멋있다 야무지다  가볍다 가느다 어떻다 고맙다 알맞다 멋지다 수많다 심하다 기름지다 알차다 부럽다 지나치다 아름답다 뿌옇다 빠르다 재미있다 흐드러지다 젊다 밝다 드넓다 박하다 맛나다 검다 붉다 저렇다 멀다 뜨겁다 춥다 부드럽다 덥다 정신없다,2
삼락생태공원오토캠핑장,귀찮다 귀엽다 예뿌다 나쁘다 낫다 안녕하다  비좁다 사납다 글다 촌스럽다 지나치다 재미있다 뜻깊다 붉다 맛나다 저렇다 멀다 춥다 우연찮다 푸르다 시끄럽다 파랗다 가깝다 반갑다 재빠르다 이쁘다 못지않다 가볍다 가느다 알맞다 멋지다 알차다 기름지다 빠르다 젊다 똑같다 어렵다 친하다 정신없다 름없다 더럽다 구리다 깊다 상관없다 배부르다 맑다 좁다 곱다 바쁘다 싫다 야무지다 심하다 아름답다 밝다 박하다 새롭다 급하다 부드럽다 죠다  서툴다 과하다 고프다 낯설다 아프다 멋있다 비싸다 부럽다 드넓다 자리다 적다 빡세다 즐겁다 빡시다 덥다 가까우다,2
삼락수상레포츠타운,틀리다 귀찮다 쎄다 귀엽다 나쁘다 차다 폭넓다 낫다  지나치다 재미있다 저렇다 멀다 춥다 드물다 힘차다 가깝다 반갑다 손쉽다 재빠르다 차갑다 이쁘다 뛰어나다 가볍다 강하다 알맞다 멋지다 수많다 알차다 빠르다 젊다 따갑다 어렵다 험하다 뜨겁다 웁다 이롭다 따가우다 름없다 상관없다 맑다 좁다 낮다 바쁘다 습하다 싫다 색다르다 야무지다 무섭다 힘드다 동그랗다 고맙다 심하다 짝다 아름답다 두껍다 무서우다 밝다 급하다 나다  무겁다 아깝다 고르다 얇다 과하다 무거우다 이렇다 아프다 멋있다 시다 부럽다 싸다 드넓다 세다 아쉬우다 적다 가열차다 즐겁다 흐리다 덥다,2
삼익비치수변공원,아름다우다 틀리다 멋없다 덜하다 환하다 어지럽다 귀찮다 어둡다 끄떡없다 주옥같다 겉다 쎄다 연하다 귀엽다 징그럽다 어리석다 추하다 갑작스럽다 따시다 예뿌다 뼈저리다 짙다 나쁘다 차다 커다랗다 나뿌다 낫다 안녕하다 굴뚝같다 어두우다 폭넓다 낡다 잽싸다 비좁다 세차다  사납다 따숩다 물리다 똘똘하다 짓궂다 밉다 안쓰러우다 두렵다 촌스럽다 지나치다 영락없다 하찮다 기쁘다 재미있다 슬프다 까다롭다 밤늦다 뜻깊다 외다 가파르다 싱겁다 조다 짖궂다 붉다 맛나다 갓다 맵다 허옇다 심심찮다 옅다 저렇다 눅다 멀다 춥다 구다 인상깊다 엄청나다 휑하다 우연찮다 푸르다 찐하다 굵다 눈부시다 곱다 해맑다 서럽다 뜬금없다 시끄럽다 야물딱지다 드물다 좁디좁다 정겹다 힘차다 파랗다 쓸모있다 가깝다 껄끄럽다 아무렇다 외롭다 궂다 우하다 반갑다 손쉽다 우렁차다 재빠르다 차갑다 부끄러우다 이쁘다 걷다 드럽다 걸맞다 뛰어나다 못지않다 가볍다 어이없다 척하다 씨다 따사롭다 까다로우다 매섭다 강하다 알맞다 조그맣다 멋지다 수많다 굳다 칩다 알차다 어려우다 기름지다 기막히다 번거롭다 빠르다 쩔다 젊다 부드러우다 묘하다 덩그러다 따갑다 새까맣다 얕다 착하다 진하다 똑같다 어렵다 옴팡지다 친하다 뜨겁다 쑥스럽다 목마르다 용하다 맑디맑다 놉다 어떻다 정신없다 잦다 곧다 거칠다 자그맣다 웁다 값싸다 보드랍다 손색없다 만다 더럽다 구리다 깊다 상관없다 넓디넓다 배부르다 약하다 맑다 느리다 좁다 질기다 여깄다 흔하다 언짢다 낮다 바쁘다 힘겹다 습하다 싫다 귀여우다 섭하다 더우다 부질없다 시리다 시뻘겋다 색다르다 빨갛다 잘나다 야무지다 무섭다 부여다 어설프다 버겁다 부시다 업다 힘드다 머다 속상하다 뜨시다 동그랗다 고맙다 매끄럽다 끈질기다 저떻다 배고프다 심하다 아름답다 예뻤다 어딨다 짝다 두껍다 실하다 쓸모없다 밝다 밭다 맛없다 새롭다 검다 급하다 훤하다 거하다 실없다 아까우다 하얗다 귀하다 부드럽다 나다 죠다 활기차다 틀림없다 묽다  무겁다 부옇다 아깝다 고르다 얇다 스럽다 과하다 문제없다 고프다 끊임없다 수줍다 오래다 뒤늦다 간데없다 쓰리다 이렇다 희다 뽀얗다 낯설다 옳다 머지않다 아프다 노랗다 재수없다 멋있다 푸르르다 시다 슴슴하다 그지없다 감질나다 네모나다 괴롭다 지겹다 주제넘다 오지다 안타깝다 새차다 벅차다 쪼꼬마다 비싸다 부럽다 잘다 여리다 뿌옇다 놀랍다 뻔하다 싸다 부러우다 고되다 흐드러지다 그립다 드넓다 남다르다 아푸다 세다 아쉬우다 적다 비리다 철없다 자리다 앙증맞다 빡세다 싶다 낄다 쓸데없다 즐겁다 시원찮다 흐리다 빡시다 덥다 어리다 가까우다,0
삼진어묵체험·역사관,가쁘다 어림없다 싱그럽다 덜하다 환하다 어지럽다 귀찮다 어둡다 단촐하다 겉다 찹다 쎄다 그럴싸하다 귀엽다 징그럽다 갑작스럽다 예뿌다 짙다 나쁘다 차다 커다랗다 낫다 안녕하다 어두우다 낡다 세차다 비좁다 높디높다  심술궂다 따숩다 글다 짓궂다 촌스럽다 지나치다 번거로우다 재미있다 기쁘다 밤늦다 뜻깊다 슬프다 가파르다 둥글다 싱겁다 조다 맛나다 붉다 맵다 저렇다 멀다 부끄럽다 춥다 인상깊다 냅다 엄청나다 휑하다 우연찮다 찐하다 굵다 해맑다 야물딱지다 시끄럽다 정겹다 파랗다 날카롭다 가깝다 아무렇다 반갑다 손쉽다 새파랗다 차갑다 이쁘다 드럽다 걸맞다 어이없다 못지않다 가볍다 간지럽다 에리다 경이롭다 강하다 알맞다 수많다 멋지다 굳다 알차다 어려우다 기름지다 남부럽다 빠르다 대수롭다 존다 묘하다 쩔다 젊다 새까맣다 얕다 지대다 착하다 똑같다 진하다 어렵다 뜨겁다 누리다 어떻다 정신없다 잦다 거칠다 값싸다 보드랍다 손색없다 깊다 상관없다 격하다 배부르다 맑다 느리다 좁다 질기다 힘겹다 바쁘다 낮다 곱다 습하다 싫다 더우다 귀여우다 지리다 시뻘겋다 색다르다 빨갛다 야무지다 무섭다 부시다 머다 힘드다 동그랗다 고맙다 매끄럽다 사이좋다 심하다 배고프다 아름답다 예뻤다 어딨다 무지하다 올바르다 어떻하다 미끄럽다 밝다 검다 새롭다 맛없다 급하다 거하다 옥다 농하다 하얗다 귀하다 부드럽다 나다 죠다  습지다 무겁다 아깝다 고르다 재미나다 떫다 얇다 스럽다 문제없다 고프다 뒤늦다 정답다 이렇다 낯설다 옳다 아프다 노랗다 멋있다 그지없다 감질나다 오지다 안타깝다 비싸다 부럽다 뜨다 잘다 뿌옇다 놀랍다 싸다 그립다 드넓다 비리다 남다르다 세다 아쉬우다 적다 빡세다 숱하다 쓸데없다 즐겁다 흐리다 덥다 어리다 가까우다,0
상국이네,덜하다 귀찮다 쎄다 귀엽다 나쁘다 낡다 잽싸다  촌스럽다 넒다 재미있다 슬프다 가파르다 맛나다 맵다 멀다 춥다 엄청나다 굵다 뜬금없다 읎다 가깝다 반갑다 이쁘다 가볍다 강하다 알맞다 조그맣다 멋지다 수많다 굳다 알차다 빠르다 젊다 새까맣다 진하다 똑같다 어렵다 쫀쫀하다 어떻다 정신없다 값싸다 깊다 배부르다 약하다 맑다 좁다 여깄다 어마다 바쁘다 낮다 더우다 싫다 섭하다 빨갛다 야무지다 무섭다 고맙다 심하다 아름답다 두껍다 어떻하다 밝다 맛없다 새롭다 급하다 귀하다 나다 부드럽다 활기차다 묽다  아깝다 고르다 얇다 고프다 무거우다 이렇다 희다 낯설다 옳다 노랗다 아프다 멋있다 슴슴하다 모나다 비싸다 부럽다 싸다 세다 아쉬우다 적다 빡세다 즐겁다 흐리다 덥다,1
서면1번가,덜하다 어지럽다 귀찮다 어둡다 달큰하다 찹다 청승맞다 연하다 귀엽다 징그럽다 예뿌다 나쁘다 차다 추우다 안녕하다  사납다 하찮다 기쁘다 싱겁다 보람차다 맛나다 갓다 맵다 저렇다 멀다 춥다 인상깊다 엄청나다 우연찮다 굵다 눈부시다 해맑다 서럽다 시끄럽다 드물다 파랗다 가깝다 그리우다 외롭다 반갑다 재빠르다 차갑다 이쁘다 걸맞다 어이없다 척하다 가볍다 강하다 멋지다 수많다 굳다 알차다 기름지다 빠르다 실답다 부드러우다 젊다 묘하다 덩그러다 착하다 똑같다 진하다 어렵다 험하다 뜨겁다 어떻다 정신없다 잦다 웁다 손색없다 만다 더럽다 깊다 상관없다 배부르다 약하다 저리다 맑다 질기다 좁다 흔하다 곱다 바쁘다 낮다 더우다 싫다 습하다 빨갛다 삐뚤다 야무지다 무섭다 어설프다 힘드다 고맙다 사이좋다 심하다 배고프다 아름답다 두껍다 짝다 무지하다 밝다 맛없다 검다 하얗다 부드럽다 나다  무겁다 아깝다 고르다 얇다 스럽다 과하다 고프다 오래다 뒤늦다 이렇다 희다 낯설다 노랗다 아프다 멋있다 그지없다 지겹다 오지다 안타깝다 비싸다 부럽다 잘다 놀랍다 싸다 비리다 그립다 아푸다 세다 아쉬우다 적다 앙증맞다 즐겁다 흐리다 덥다,1
서면메디컬스트리트축제,어지럽다 귀찮다 주의깊다 귀엽다 갑작스럽다 차다  비좁다 밉다 지나치다 기쁘다 온데간데없다 재미있다 슬프다 설다 붉다 맛나다 멀다 부끄럽다 외지다 춥다 엄청나다 시끄럽다 가깝다 반갑다 손쉽다 이쁘다 못지않다 가볍다 알맞다 수많다 멋지다 알차다 빠르다 젊다 덩그러다 착하다 똑같다 진하다 어렵다 어떻다 정신없다 깊다 맑다 좁다 낮다 바쁘다 싫다 야무지다 무섭다 업다 고맙다 심하다 아름답다 어딨다 밝다 검다 새롭다 하얗다 귀하다 죠다  얇다 고프다 이렇다 낯설다 아프다 멋있다 지겹다 비싸다 부럽다 경사지다 더디다 세다 적다 만만찮다 싶다 즐겁다 덥다,2
서면미술관,멋없다 귀찮다 어둡다 겉다 찹다 쎄다 귀엽다 나쁘다 어두우다  따숩다 지나치다 재미있다 슬프다 겹다 붉다 옅다 멀다 춥다 구다 인상깊다 엄청나다 굵다 시끄럽다 가깝다 외롭다 이쁘다 걸맞다 가볍다 짧디짧다 강하다 수많다 알차다 빠르다 젊다 착하다 똑같다 어렵다 뜨겁다 어떻다 잦다 마땅찮다 더럽다 깊다 배부르다 맑다 좁다 어마다 낮다 싫다 시뻘겋다 색다르다 야무지다 무섭다 동그랗다 고맙다 심하다 아름답다 밝다 새롭다 급하다 나다 부드럽다  아깝다 서툴다 얇다 고프다 이렇다 희다 낯설다 멋있다 비싸다 비리다 아쉬우다 적다 빡세다 즐겁다 덥다,2
서프마린,귀찮다 쎄다 귀엽다 나쁘다 낫다 폭넓다  재미있다 뜻깊다 조다 붉다 맛나다 맵다 저렇다 멀다 춥다 푸르다 찐하다 시끄럽다 힘차다 가벼우다 손쉽다 이쁘다 걸맞다 어이없다 못지않다 가볍다 강하다 멋지다 수많다 알차다 기름지다 빠르다 얕다 똑같다 진하다 어렵다 어떻다 잦다 거칠다 깊다 약하다 맑다 좁다 질기다 낮다 바쁘다 싫다 색다르다 야무지다 무섭다 동그랗다 배고프다 심하다 아름답다 어딨다 밝다 검다 새롭다 맛없다 급하다 부드럽다 나다  재미없다 서툴다 얇다 과하다 고프다 낯설다 아프다 멋있다 슴슴하다 기다 비싸다 부럽다 뜨다 잘다 뿌옇다 놀랍다 싸다 부러우다 드넓다 세다 아쉬우다 적다 빡세다 즐겁다 흐리다 덥다,2
선암사(부산),틀리다 환하다 어둡다 주의깊다 귀엽다 징그럽다 어리석다 갑작스럽다 짙다 차다 기똥차다 낡다  슬프다 재미있다 가파르다 옅다 붉다 저렇다 멀다 춥다 우연찮다 굵다 눈부시다 이쁘다 어이없다 못지않다 가볍다 알맞다 멋지다 수많다 알차다 빠르다 양지바르다 묘하다 젊다 생뚱맞다 따갑다 착하다 똑같다 진하다 어렵다 어떻다 깊다 맑다 좁다 흔하다 곱다 낮다 바쁘다 싫다 지리다 빨갛다 야무지다 무섭다 심하다 아름답다 두껍다 밝다 맛없다 새롭다 검다 급하다 하얗다 귀하다 부드럽다 간드러지다 틀림없다  고프다 거세다 멋있다 비싸다 부럽다 잘다 싸다 더디다 억세다 적다 앙증맞다 빡세다 즐겁다 덥다 가까우다,2
성지곡수원지,덜하다 귀찮다 어둡다 귀엽다 예뿌다 나쁘다 커다랗다  기쁘다 재미있다 슬프다 밤늦다 뜻깊다 가파르다 맛나다 붉다 맵다 멀다 춥다 휑하다 엄청나다 푸르다 눈부시다 드물다 가깝다 아무렇다 차갑다 이쁘다 가볍다 안쓰럽다 강하다 멋지다 기름지다 빠르다 젊다 얕다 기차다 똑같다 어렵다 옴팡지다 어떻다 정신없다 잦다 상관없다 깊다 맑다 질기다 낮다 싫다 귀여우다 야무지다 무섭다 속상하다 힘드다 요렇다 심하다 배고프다 얄궂다 성싶다 아름답다 예뻤다 밝다 새하얗다 새롭다 하얗다 까맣다  무겁다 고르다 얇다 아프다 멋있다 부럽다 놀랍다 적다 빡세다 쓸데없다 즐겁다 덥다 어리다,2
센텀 APEC나루공원,뜻있다 어리다 환하다 어지럽다 귀찮다 어둡다 겉다 끄떡없다 찹다 바르다 쎄다 그럴싸하다 따시다 귀엽다 후하다 갑작스럽다 가닐다 예뿌다 짙다 나쁘다 가없다 차다 커다랗다 낫다 폭넓다 추우다 안녕하다 굴뚝같다 세차다 잽싸다 낡다 어떠다  짓궂다 얼큰하다 두렵다 하찮다 지나치다 너르다 기쁘다 재미있다 슬프다 밤늦다 뜻깊다 가늘다 가파르다 채롭다 둥글다 보람차다 조다 붉다 맛나다 옅다 맵다 갓다 심심찮다 저렇다 멀다 부끄럽다 비뚤다 춥다 인상깊다 구다 엄청나다 우연찮다 푸르다 찐하다 해맑다 굵다 눈부시다 즐거우다 뜬금없다 시끄럽다 드물다 힘차다 정겹다 후덥다 파랗다 가깝다 새빨갛다 쉬우다 가벼우다 궂다 우하다 반갑다 손쉽다 새파랗다 재빠르다 뜨거우다 차갑다 이쁘다 드럽다 걸맞다 뛰어나다 못지않다 가볍다 어이없다 참하다 에리다 빼어나다 매섭다 까지다 강하다 알맞다 조그맣다 멋지다 수많다 굳다 알차다 기름지다 어려우다 기막히다 번거롭다 빠르다 부드러우다 젊다 묘하다 덩그러다 따갑다 얕다 착하다 똑같다 진하다 어렵다 쫀쫀하다 친하다 뜨겁다 험하다 긴하다 용하다 둥그렇다 어떻다 정신없다 잦다 곧다 반가다 거칠다 웁다 보드랍다 손색없다 무덥다 름없다 더럽다 깊다 상관없다 배부르다 맑다 느리다 좁다 질기다 붉디붉다 흔하다 곱다 바쁘다 낮다 점잖다 습하다 싫다 더우다 섭하다 귀여우다 그만이다 시리다 시뻘겋다 색다르다 엷다 빨갛다 야무지다 무섭다 버겁다 업다 힘드다 속상하다 배리다 머다 드세다 동그랗다 고맙다 매끄럽다 사이좋다 심하다 배고프다 흥겹다 아름답다 두껍다 어딨다 실하다 무지하다 올바르다 어떻하다 무서우다 밝다 박하다 검다 새롭다 맛없다 급하다 훤하다 하얗다 귀하다 부드럽다 순하다 나다 죠다 틀림없다 활기차다 야하다  습지다 무겁다 아깝다 고르다 재미없다 재미나다 얇다 검붉다 놀라우다 과하다 문제없다 고프다 수줍다 끊임없다 무거우다 뒤늦다 정답다 이렇다 희다 낯설다 옳다 머지않다 노랗다 아프다 멋있다 푸르르다 그지없다 지겹다 안타깝다 비싸다 부럽다 잘다 뿌옇다 놀랍다 싸다 부러우다 흐드러지다 깜다 그립다 드넓다 비리다 자리다 아쉬우다 철없다 적다 만만찮다 세다 남다르다 앙증맞다 숱하다 빡세다 싶다 높다랗다 가열차다 때늦다 즐겁다 역겹다 흐리다 덥다 힘겹다 가까우다,0
